CUSTOMER_PK	SALUTATION	FIRST_NAME	LAST_NAME	GENDER	MARITAL_STATUS	DAY_OF_BIRTH	BIRTH_COUNTRY	EMAIL_ADDRESS	CITY_NAME	ZIP_CODE	COUNTRY_NAME	GMT_TIMEZONE_OFFSET	PREFERRED_CUST_FLAG	REGISTRATION_TIME
25360102	Ms.	Sondra	Chavez	F	U	1946-02-03	Somalia	sondra.chavez@xa5gzedofnbji.edu	Summit	30499	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25360115	Dr.	Terry	Peterson	F	W	1928-02-04	Tonga	terry.peterson@8r0yuggpjfgbyg.com	Green Acres	17683	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201057	Dr.	Valerie	Carmona	M	W	1965-11-02	Malawi	valerie.carmona@azmaymipyrozfx1n.org	Riverside	49231	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
47201061	Dr.	Antonia	Tucker	F	M	1941-07-23	Equatorial Guinea	antonia.tucker@jverl.edu	Welcome	76386	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
47201062	Miss	Georgia	Sasser	F	M	1947-06-14	Samoa	georgia.sasser@qa8ynhpm.com	Farmington	59145	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
47201070	Miss	Roxie	Walden	M	S	1956-08-24	American Samoa	roxie.walden@s.com	Woodland Park	51934	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
47201087	Dr.	Nicolas	Fontenot	F	D	1968-04-11	Cyprus	nicolas.fontenot@qz1vyghkygyttiz.edu	Liberty	73451	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
47201088	Dr.	Marjorie	Harrison	M	S	1949-02-09	Sweden	marjorie.harrison@vcsgi.edu	Midway	71904	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
47201097	Sir	Jack	Gossett	F	U	1929-05-19	Greece	jack.gossett@8.edu	Howell	14854	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
47201161	Dr.	Johnnie	Baldwin	F	D	1988-05-27	Sierra Leone	johnnie.baldwin@y7ve.org	Bunker Hill	60150	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
47201163	Miss	Charlotte	Whitehurst	F	M	1932-08-12	Qatar	charlotte.whitehurst@1czndiln.org	Mount Vernon	48482	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201166	Miss	Celeste	Hynes	F	S	1952-10-24	Martinique	celeste.hynes@c5nuj4cur.com	Lakeview	28579	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201173	Miss	Rebecca	Kelley	M	M	1959-10-13	Bermuda	rebecca.kelley@lbtn.com	Denmark	75576	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
47201174	Sir	Bradley	Haley	F	M	1975-05-02	Ghana	bradley.haley@o7kx.org	Lakeside	39532	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
47201194	Miss	Judy	Dodson	F	M	1980-06-16	Cyprus	judy.dodson@eco1ctvyynq.com	Hamilton	62808	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
47201207	Miss	Deanne	Mcdonough	M	W	1936-01-24	Croatia	deanne.mcdonough@urxa4ux.com	Lakewood	88877	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
47201209	Mr.	Scotty	Means	F	M	1977-05-13	France	scotty.means@mezsxo6zk4hh.edu	Sunnyside	41952	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201270	Miss	Hazel	Kelly	M	S	1957-10-12	Brazil	hazel.kelly@jmtt9fpz5by.org	Highland Park	36534	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
47201287	Ms.	Adam	Suarez	F	D	1951-12-07	Germany	adam.suarez@y.org	Summit	40499	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201293	Dr.	Paul	Oliver	M	U	1978-02-15	Slovakia	paul.oliver@zn34b.edu	Waterloo	21675	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201302	Dr.	Charles	Dillard	M	S	1932-04-23	Guyana	charles.dillard@ouysrnm.com	Mount Vernon	98482	United States	-9.00	FALSE	2022-10-03 22:43:20.810 -0700
47201335	Dr.	Bonnie	Richardson	F	W	1989-08-09	Myanmar	bonnie.richardson@hajrzbd8ni.org	Bayside	29550	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201344	Mrs.	Sara	Hunter	M	S	1989-03-03	Suriname	sara.hunter@d1elqp2gnzbtxm7f.com	Shiloh	29275	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201355	Dr.	Pamela	Anderson	M	M	1935-12-03	Jamaica	pamela.anderson@fma9zbf99c.edu	Mount Olive	58059	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
47201359	Mrs.	Dora	Roberts	F	D	1942-05-10	Pitcairn	dora.roberts@bom5ftunjo.org	Brentwood	34188	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201364	Mr.	Todd	Hickman	F	W	1932-11-25	Belize	todd.hickman@huf1sp9l9zh.edu	Oak Hill	57838	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
47201388	Sir	David	Mclean	F	W	1977-11-21	Seychelles	david.mclean@aoxgjt.com	Centerville	60059	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
47201405	Mr.	Robert	Stewart	F	D	1986-12-26	Serbia	robert.stewart@my5pn1uobj.org	Riverside	69231	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
47201406	Mr.	Ray	Stone	M	M	1988-08-20	Guatemala	ray.stone@lcuvfqaxja.org	Vista	54694	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
47201436	Sir	Daniel	Baker	M	W	1985-03-05	Kiribati	daniel.baker@vk9kutzzxv0ymr4sg2.edu	Oakland	29843	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
47201441	Dr.	Zachary	Pollock	M	U	1975-04-24	Hungary	zachary.pollock@7qhddattv.edu	Marion	40399	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201451	Sir	Timothy	Gomez	F	S	1968-12-21	Armenia	timothy.gomez@m.com	Parkwood	51669	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
47201464	Sir	David	Lira	F	M	1968-06-18	Netherlands	david.lira@xuhn.edu	Maple Grove	68252	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
47201468	Dr.	Jonathan	Palmer	M	U	1957-08-30	India	jonathan.palmer@3xitv2mt.com	Lakeview	88579	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
47201514	Sir	Stephen	Saxton	F	W	1935-12-29	Gambia	stephen.saxton@al5lxjlskte.org	Mountain View	94466	United States	-10.00	TRUE	2022-10-03 22:43:20.810 -0700
47201577	Dr.	William	Couture	M	S	1951-10-01	Saint Helena	william.couture@blshnzhplk.edu	Woodruff	24174	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
47201614	Sir	Patrick	Davis	M	D	1990-07-23	South Africa	patrick.davis@ky5mbt5tu.edu	Greenville	61387	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
47201640	Mrs.	Donna	Roberts	M	U	1976-11-12	Armenia	donna.roberts@xhgn.edu	Shady Grove	32812	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201641	Miss	Jessica	Padgett	F	D	1942-06-25	Indonesia	jessica.padgett@ndqc5fmvyvtjlkz.edu	Lebanon	72898	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
47201651	Miss	Anna	Cruz	M	M	1958-10-05	Mauritius	anna.cruz@0.org	Cedar Grove	60411	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
47201686	Ms.	Vickie	Hanson	M	M	1956-02-01	Algeria	vickie.hanson@7zmuk23.org	Shady Grove	72812	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
47201698	Sir	Doyle	Moore	M	D	1934-03-08	Japan	doyle.moore@d0ghcfsspo.com	Kingston	14975	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201700	Mr.	James	Gladden	M	M	1948-07-26	Comoros	james.gladden@c8nirvmu1cbnni1mq.org	Spring Valley	56060	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
47201703	Dr.	Zachary	Renteria	M	M	1964-04-14	American Samoa	zachary.renteria@grvf4l.org	Riley	61692	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
47201724	Dr.	Paul	Gonzales	M	W	1947-03-01	New Zealand	paul.gonzales@sgashfzlxm5.edu	New Town	49634	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
47201751	Miss	Vicky	Smith	M	S	1960-11-09	Pitcairn	vicky.smith@s7snui4eph.edu	Highland	39454	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
47201758	Dr.	Ester	Hill	F	D	1934-12-19	Cayman Islands	ester.hill@ta.com	Franklin	69101	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
47201761	Mrs.	Alita	Middleton	M	M	1982-05-14	Mauritius	alita.middleton@lz8nojcps55vqtltump.org	Lakewood	98877	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
47201781	Mr.	Alfred	Buchanan	M	U	1989-08-19	Vanuatu	alfred.buchanan@ksfegatk0fkbzom.org	Hillcrest	63003	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
47201791	Mr.	Ira	Simpson	F	W	1959-05-05	Paraguay	ira.simpson@b8dqrxuf.edu	Forest Hills	29237	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
47201807	Mr.	Jose	Parsons	M	S	1982-09-29	Western Sahara	jose.parsons@fznb7rsklyyo.org	Summit	90499	United States	-8.00	TRUE	2022-10-03 22:43:20.810 -0700
47201841	Miss	Eva	Vazquez	M	S	1937-12-18	China	eva.vazquez@sbtrc3or8nt2g.edu	Shady Grove	32812	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
47201850	Dr.	Lyle	Wells	M	U	1953-01-10	Yemen	lyle.wells@73.edu	Vista	44694	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
47201853	Mrs.	Jennifer	Ware	M	W	1928-03-02	Algeria	jennifer.ware@uc3pyngi9j3go4y.edu	Springfield	29303	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
47201866	Dr.	Minnie	Chang	M	S	1992-01-14	Afghanistan	minnie.chang@u.com	Deerfield	59840	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
47201879	Sir	Roy	Daniel	M	D	1985-07-27	Saint Lucia	roy.daniel@a44ly8h.edu	Arlington	76557	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27359785	Dr.	Judy	Johnson	F	S	1950-02-27	Georgia	judy.johnson@tsqt7momji6.com	Hillcrest	13003	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27359786	Sir	Kelly	Finch	F	S	1954-07-14	Guinea	kelly.finch@lmn1dqivolhhxvf4p.org	Concord	94107	United States	-8.00	TRUE	2022-10-03 22:43:20.810 -0700
27359813	Sir	Mark	Jackson	F	M	1947-09-07	Thailand	mark.jackson@l.org	Riverdale	49391	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27359820	Dr.	Juan	Starks	M	D	1961-05-01	Seychelles	juan.starks@5qxhiq9cah.com	Deerfield	69840	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27359828	Miss	Verna	Jones	F	W	1958-10-21	Saudi Arabia	verna.jones@utbrnabux8.edu	Stringtown	70162	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27359835	Mr.	Matthew	Bentley	M	U	1933-08-26	Isle Of Man	matthew.bentley@s895uvntbazbb.edu	Shiloh	29275	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27359840	Mrs.	Karen	Long	F	D	1989-06-29	Slovenia	karen.long@oofax3ue4zkfuktfvn.edu	Bennett	41715	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27359860	Dr.	Natasha	Yoder	M	S	1957-07-25	Morocco	natasha.yoder@tmzpbbk0lay.com	Macedonia	51087	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27359873	Mr.	Timothy	Simmons	F	D	1932-06-18	Comoros	timothy.simmons@mv5vct.edu	Maple Grove	48252	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27359905	Dr.	Joseph	Lester	F	U	1929-09-21	Belize	joseph.lester@spx.org	Woodlawn	44098	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27359924	Sir	Steven	Fairbanks	F	D	1989-03-06	Mauritius	steven.fairbanks@v17eyquvdelsxirt.com	Pleasant Hill	53604	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27359937	Sir	Charlie	Dominguez	M	D	1987-04-01	Fiji	charlie.dominguez@78.edu	Hillcrest	23003	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27359985	Dr.	Waldo	Council	F	U	1987-04-01	Saint Helena	waldo.council@fep.com	Mountain View	74466	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27359997	Sir	William	Chavez	F	U	1953-01-12	New Caledonia	william.chavez@iy2ld.org	Pinecrest	29981	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27360004	Dr.	Susan	Smiley	F	S	1989-12-18	Bermuda	susan.smiley@tv5qqrm2r.org	Pine Grove	84593	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27360046	Miss	Betty	Joy	F	M	1974-05-07	Guam	betty.joy@arq3.com	Woodlawn	14098	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27360050	Dr.	Chadwick	Prescott	M	S	1926-04-21	CÔte D'ivoire	chadwick.prescott@fxv2.edu	Liberty	93451	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
27360051	Mr.	Brian	Calvin	M	M	1940-02-22	Jamaica	brian.calvin@nclkbmfb.com	Friendship	54536	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27360106	Sir	Philip	Arnold	F	W	1973-11-10	Togo	philip.arnold@jofmmo1ev5eexyu2.com	Riverside	79231	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360155	Mrs.	Gwendolyn	Holder	F	S	1989-12-17	Kazakhstan	gwendolyn.holder@js8dordsgyaj2415f.org	Lakeview	48579	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27360166	Ms.	Dianna	Halcomb	F	M	1959-10-24	Spain	dianna.halcomb@cirp.com	Oak Hill	77838		-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360188	Ms.	Sarah	Churchill	F	U	1945-06-08	Guernsey	sarah.churchill@yj8qeqrvubfha.edu	Floyd	23235	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27360244	Mrs.	Elizabeth	Alfaro	M	W	1951-02-24	Cambodia	elizabeth.alfaro@fxoms0jpeg.org	Pine Grove	54593	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360257	Dr.	Jason	Bernier	F	M	1972-09-11	Guinea	jason.bernier@sxklqgsxqhy.edu	Centerville	60059	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27360306	Mrs.	Candice	Leon	F	D	1927-04-27	Pitcairn	candice.leon@qhjhtf.com	Fairfield	86192	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27360318	Sir	Benjamin	Mccall	M	D	1977-11-10	Faroe Islands	benjamin.mccall@emidyh.org	Northwood	54104	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27360333	Mr.	Rod	Price	M	S	1960-07-03	Zimbabwe	rod.price@nydscu.org	Pleasant Grove	24136	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27360338	Mrs.	Mildred	Lindberg	F	U	1963-09-13	Finland	mildred.lindberg@kniyoudkegb.org	Unionville	71711	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27360355	Mr.	Charles	Shepherd	M	S	1936-08-10	Paraguay	charles.shepherd@0hoq.org	Friendship	64536	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27360366	Dr.	James	Bryson	M	U	1971-10-14	Virgin Islands, U.S.	james.bryson@auj.com	Greenwood	58828	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27360372	Sir	James	Walker	M	D	1990-03-19	Western Sahara	james.walker@2yc6gvyqo5xvaj.edu	Wilson	66971	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360380	Dr.	Michael	Hensley	F	M	1945-01-01	Afghanistan	michael.hensley@g.org	Pleasant Grove	24136	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27360392	Dr.	Cynthia	Lewis	M	U	1947-11-03	Zimbabwe	cynthia.lewis@ysgdq1u8asuf.edu	Glendale	63951	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360401	Ms.	Anthony	Holden	F	M	1955-04-22	Haiti	anthony.holden@mtpfdaxjszzpkk.org	Woodville	64289	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360409	Ms.	Ginger	Gonzalez	M	D	1981-12-06	Indonesia	ginger.gonzalez@pbl2php1fd4xc7.org	Parkwood	61669	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27360449	Dr.	Linda	Lewis	M	M	1954-07-15	United States	linda.lewis@jvzedmf5f3fl.com	Clinton	38222	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360468	Miss	Kimberly	Howard	F	S	1982-02-24	Uruguay	kimberly.howard@0v9s.edu	Mount Olive	48059	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27360472	Miss	Judy	Smith	F	S	1970-05-17	Cape Verde	judy.smith@32kasd3grzk.com	Springdale	58883	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360514	Mrs.	Candy	Johnson	F	M	1958-03-11	Puerto Rico	candy.johnson@ommug.edu	Edgewood	20069	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27360523	Miss	Cynthia	Ballard	M	S	1962-02-12	Angola	cynthia.ballard@e3yvtfbaehu52g.org	Brownsville	39310	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27360544	Miss	Corinne	Roberts	M	U	1965-06-26	Suriname	corinne.roberts@vy5fd.org	Belmont	30191	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27360555	Ms.	Casandra	Roberts	F	M	1930-11-11	Mozambique	casandra.roberts@eo3bx.org	Riverside	09831	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27360576	Mr.	Richard	Clark	M	M	1954-08-17	Montenegro	richard.clark@6mlmlelb2k8.edu	Little River	30319	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27360598	Dr.	Bethany	Boudreaux	M	W	1938-01-24	Dominica	bethany.boudreaux@keqcd86oobry.org	Marion	70399	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360602	Miss	Marsha	Turner	F	U	1957-03-21	Viet Nam	marsha.turner@4cbaxsqq.edu	Proctor	88140	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27360632	Mrs.	Tabitha	Pino	F	D	1975-11-27	Myanmar	tabitha.pino@jduamh2uj1xzx.org	Meridian		United States		TRUE	2022-10-03 22:43:20.810 -0700
27360655	Dr.	Rey	Hinton	F	D	1926-07-12	Paraguay	rey.hinton@orxngcfys.edu	Blanchard	85985	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27360656	Mrs.	Yvonne	Ashby	F	W	1955-10-14	New Zealand	yvonne.ashby@skmgbznczf1syvif.edu	Providence	56614	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360659	Dr.	Fernando	Hill	F	U	1943-09-29	Oman	fernando.hill@ixuxbkpya3noulh.org	Centerville	60059	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360683	Miss	Blanca	Little	M	S	1974-01-07	Albania	blanca.little@5y.com	Farmington	39145	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27360752	Dr.	Robert	Street	M	M	1975-11-05	Albania	robert.street@e6tsvba6m56.com	Union Hill	08346	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27360781	Miss	Norma	Wilson	F	D	1951-10-02	Panama	norma.wilson@gmtvp1eshqhd.org	Lebanon	62898	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360791	Mr.	Mohammad	Ward	F	M	1963-09-28	Palau	mohammad.ward@uisvld1yigqbb.org	Pine Grove	74593	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27360798	Miss	Gena	Smith	F	D	1968-01-29	India	gena.smith@6yrehdy5sp6ibdomr.com	Five Forks	52293	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27360828	Ms.	Berta	Naquin	F	D	1945-03-16	Tokelau	berta.naquin@yuse7vce7aty.com	Union	48721	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27360829	Dr.	Noel	Herron	F	S	1983-07-01	Guam	noel.herron@mmg35jllnd.com	Fairview	55709	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27360852	Dr.	Brenda	Mcduffie	F	M	1946-03-13	Pakistan	brenda.mcduffie@mg.org	Waterloo	21675	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27360873	Miss	Lucile	Kidwell	M	W	1971-11-03	RÉunion	lucile.kidwell@ltuzy8dnjd.org	Arlington	76557	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360877	Miss	Rose	Batson	F	W	1954-11-22	Japan	rose.batson@d4rbk1okdoh.org	Edgewood	60069	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360885	Dr.	Dustin	Fink	M	U	1960-11-17	Belgium	dustin.fink@otlh524mhnluy.edu	Fairview	65709	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360893	Mr.	Robert	Hall	M	S	1988-05-19	Slovakia	robert.hall@jhhfcakfdtv.com	Wilson	56971	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27360903	Mr.	Charles	Turk	F	M	1968-12-31	Trinidad And Tobago	charles.turk@d9eqall.edu	Pleasant Hill	73604	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27360911	Sir	David	Phillip	M	D	1943-12-30	Bahrain	david.phillip@ltztcnq2kohhch4txy.org	Mount Vernon	28482	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27360920	Dr.	Elizabeth	Price	M	U	1957-07-16	Turkmenistan	elizabeth.price@udbfgpqjsxfg.org	Mountain View	54466	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360933	Mr.	William	Nelson	F	S	1943-08-16	United Kingdom	william.nelson@9srsbn1v3f4bj.edu	Freeman	02897	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27360953	Miss	Angela	Loomis	F	M	1966-08-26	Iceland	angela.loomis@j3zqyvpgxk.org	Mount Zion	78054	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27360963	Miss	Geraldine	Castaneda	M	S	1944-11-15	Grenada	geraldine.castaneda@vsrozk7qardylxph.org	Fairfield	16192	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27360965	Sir	Trenton	Mitchell	F	M	1967-12-09	Afghanistan	trenton.mitchell@bub5jid.edu	Georgetown	87057	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
27360974	Ms.	Keshia	Garvin	M	S	1971-11-17	Burkina Faso	keshia.garvin@7olq6.edu	Marion	40399	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27360981	Dr.	Calvin	Harris	F	D	1975-04-26	Singapore	calvin.harris@mcedjtmrfe4sq.org	Hamilton	82808	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27360985	Mr.	Jacob	Andersen	F	U	1928-06-02	Thailand	jacob.andersen@0fapcvnxlrt7bcn.edu	Little River	70319	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27360997	Ms.	Donna	Warner	M	M	1930-07-08	Albania	donna.warner@j6.edu	Enterprise				TRUE	2022-10-03 22:43:20.810 -0700
27361040	Dr.	Susan	Dale	F	W	1973-08-06	Costa Rica	susan.dale@baq7cn.edu	Pleasant Valley	82477	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27361050	Dr.	Nancy	Andrade	F	U	1941-12-04	Malta	nancy.andrade@z.org	Riverdale	29391	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27361075	Miss	Sarah	Womack	F	D	1930-12-17	Christmas Island	sarah.womack@kdpis.com	California	80141	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27361131	Dr.	Beth	Wallace	M	W	1988-06-01	Belgium	beth.wallace@b9jsh17iv5aaaqoirx.edu	Greenfield	85038	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27361151	Dr.	Victor	Meza	M	D	1947-06-09	Pitcairn	victor.meza@ohzigku.com	Deerfield	39840	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27361185	Miss	Sheila	Smith	F	W	1961-06-22	Norfolk Island	sheila.smith@yz9itn4ntvnoiu.edu	New Hope	29431	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27361207	Mr.	Arturo	Pettigrew	M	D	1985-09-28	Pitcairn	arturo.pettigrew@17l7c.edu	Mount Vernon	38482	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27361211	Mr.	Donald	Marsh	M	W	1927-11-21	Faroe Islands	donald.marsh@8iv7u25qlsdq2q9.edu	Lakeside	49532	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27361250	Mr.	Thomas	Honeycutt	M	W	1961-02-18	Ireland	thomas.honeycutt@hlh1yazqo1qhyi5.edu	Farmington	69145	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27361264	Mrs.	Anthony	Lyons	M	W	1974-03-12	Greenland	anthony.lyons@4snf7b.edu	Farmersville	69305	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27361265	Mrs.	Nancy	Grove	F	W	1972-12-11	French Guiana	nancy.grove@3bucztmqmxu7t5b.edu	Harmony	55804	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27361290	Mrs.	Margaret	Peters	F	S	1945-10-20	Guatemala	margaret.peters@alvm.edu	Lincoln	91289	United States	-9.00	TRUE	2022-10-03 22:43:20.810 -0700
27361315	Dr.	Dane	Box	F	D	1967-08-05	Gabon	dane.box@rt.edu	Dunbar	36239	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27361341	Dr.	Todd	Tatum	M	W	1970-12-27	Nicaragua	todd.tatum@9qmpolka8e0h5f1.edu	Pleasant Grove	34136	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27361356	Dr.	Christopher	Chin	F	U	1934-04-28	Mali	christopher.chin@d9sste9m9fj.org	Concord	54107	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27361367	Dr.	Cyndi	Anthony	F	D	1937-02-13	Andorra	cyndi.anthony@sd6igvvgg5.edu	Highland Park	16534	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27361375	Miss	Gloria	Eaton	M	W	1957-02-26	Pitcairn	gloria.eaton@fuenzbhxzyn.org	Sunnyside	71952	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27361404	Ms.	Roberta	Murphy	F	U	1988-08-18	Bhutan	roberta.murphy@dadimkp.edu	Summit	50499	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
